2022-12-12 10:15:52 - Permission denied (os error 13)
2022-12-12 10:15:52 - error sending request for url (http://127.0.0.1:9090/configs): error trying to connect: tcp connect error: Connection refused (os error 111)
2022-12-12 10:15:52 - [clash]: level=info msg="RESTful API listening at: 127.0.0.1:9090"
2022-12-12 10:15:52 - [clash]: level=info msg="Mixed(http+socks) proxy listening at: 127.0.0.1:7890"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🍎苹果服务"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider ⚓️其他流量"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬国外媒体"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬Youtube"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🚀直接连接"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🔰国外流量"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬哔哩哔哩"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider ✈️Telegram"
2022-12-12 10:15:53 - [clash]: level=info msg="Start initial compatible provider 🎬Netflix"
2022-12-12 10:15:53 - running timer task `rJXPQ2huPmnv`
2022-12-12 10:15:53 - running timer task `rG54CGISK8b1`
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬国外媒体"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🚀直接连接"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🔰国外流量"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🍎苹果服务"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider ✈️Telegram"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬Youtube"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider ⚓️其他流量"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬Netflix"
2022-12-12 10:15:55 - [clash]: level=info msg="Start initial compatible provider 🎬哔哩哔哩"
2022-12-12 10:16:00 - [clash]: level=info msg="[TCP] 127.0.0.1:52886 --> xn--4gq62f52gdss.com:443 match Match() using ⚓️其他流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:43:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53146 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:44:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53148 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:45:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53150 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:46:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53152 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:47:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53154 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:48:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53156 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:49:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53158 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:50:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53160 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:51:31 - [clash]: level=info msg="[TCP] 127.0.0.1:53162 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:51:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53164 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:52:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53166 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:53:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53168 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:54:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53170 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:55:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53172 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:56:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53174 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:57:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53176 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:58:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53178 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:59:03 - [clash]: level=info msg="[TCP] 127.0.0.1:53180 --> safebrowsing.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 11:59:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53184 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:00:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53186 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:01:32 - [clash]: level=info msg="[TCP] 127.0.0.1:53188 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:02:33 - [clash]: level=info msg="[TCP] 127.0.0.1:53190 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:03:38 - [clash]: level=warning msg="[TCP] dial 🔰国外流量 (match DomainKeyword/google) 127.0.0.1:53192 --> mtalk.google.com:5228 error: jp.12138.one:22139 connect error: lookup jp.12138.one: i/o timeout"
2022-12-12 12:03:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53194 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:04:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53196 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:05:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53198 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:05:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53200 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:06:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53202 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:06:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53204 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:07:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53206 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:08:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53208 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:09:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53210 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:10:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53212 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:11:39 - [clash]: level=info msg="[TCP] 127.0.0.1:53214 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:12:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53216 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:13:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53218 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:14:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53220 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:15:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53222 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:16:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53224 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:17:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53226 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:18:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53228 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:19:40 - [clash]: level=info msg="[TCP] 127.0.0.1:53230 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:20:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53232 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:21:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53234 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:21:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53236 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:21:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53238 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:22:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53240 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:23:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53242 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:24:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53246 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:25:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53248 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:26:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53250 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:27:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53252 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:28:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53254 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:29:09 - [clash]: level=info msg="[TCP] 127.0.0.1:53256 --> safebrowsing.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:29:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53258 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:30:41 - [clash]: level=info msg="[TCP] 127.0.0.1:53260 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:31:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53262 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:32:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53264 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:33:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53266 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:34:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53268 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:35:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53270 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:35:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53272 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:36:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53274 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:36:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53276 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:37:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53278 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:38:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53280 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:39:42 - [clash]: level=info msg="[TCP] 127.0.0.1:53284 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:40:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53286 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:41:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53288 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:42:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53290 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:43:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53292 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:44:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53294 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:45:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53298 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:46:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53300 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:47:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53302 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:48:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53304 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:49:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53306 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:50:43 - [clash]: level=info msg="[TCP] 127.0.0.1:53308 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:51:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53310 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:51:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53312 --> play.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:52:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53314 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:53:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53316 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:54:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53318 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:55:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53320 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:56:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53322 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:56:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53324 --> google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:57:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53326 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:58:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53328 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:59:36 - [clash]: level=info msg="[TCP] 127.0.0.1:53330 --> safebrowsing.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 12:59:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53332 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:00:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53336 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:01:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53340 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:01:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53342 --> google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:02:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53344 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:03:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53346 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:04:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53348 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:05:44 - [clash]: level=info msg="[TCP] 127.0.0.1:53350 --> clientservices.googleapis.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:05:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53352 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:06:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53354 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:06:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53356 --> clients4.google.com:443 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:07:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53358 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:08:45 - [clash]: level=info msg="[TCP] 127.0.0.1:53360 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:09:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53362 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-12 13:10:46 - [clash]: level=info msg="[TCP] 127.0.0.1:53364 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-14 15:23:13 - [clash]: level=info msg="[TCP] 127.0.0.1:53366 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-14 15:23:15 - [clash]: level=info msg="[TCP] 127.0.0.1:53368 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-14 15:24:15 - [clash]: level=info msg="[TCP] 127.0.0.1:53370 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
2022-12-14 15:25:15 - [clash]: level=info msg="[TCP] 127.0.0.1:53372 --> mtalk.google.com:5228 match DomainKeyword(google) using 🔰国外流量[日本2 [x1.0-Netflix]]"
